date_pk,date_id,date,day,month,quarter,year,day_of_week,the_day,the_month
2694,20150325,2015-03-25,25,3,Q1,2015,3,Wednesday,March
2695,20150406,2015-04-06,6,4,Q2,2015,1,Monday,April
2696,20150412,2015-04-12,12,4,Q2,2015,7,Sunday,April
2697,20150420,2015-04-20,20,4,Q2,2015,1,Monday,April
2698,20150427,2015-04-27,27,4,Q2,2015,1,Monday,April
2699,20150503,2015-05-03,3,5,Q2,2015,7,Sunday,May
2700,20150510,2015-05-10,10,5,Q2,2015,7,Sunday,May
2701,20150517,2015-05-17,17,5,Q2,2015,7,Sunday,May
2702,20150524,2015-05-24,24,5,Q2,2015,7,Sunday,May
2703,20150608,2015-06-08,8,6,Q2,2015,1,Monday,June
2704,20150615,2015-06-15,15,6,Q2,2015,1,Monday,June
2705,20150621,2015-06-21,21,6,Q2,2015,7,Sunday,June
2706,20150629,2015-06-29,29,6,Q2,2015,1,Monday,June
2707,20150713,2015-07-13,13,7,Q3,2015,1,Monday,July
2708,20150714,2015-07-14,14,7,Q3,2015,2,Tuesday,July
2709,20150717,2015-07-17,17,7,Q3,2015,5,Friday,July
2710,20150720,2015-07-20,20,7,Q3,2015,1,Monday,July
2711,20150727,2015-07-27,27,7,Q3,2015,1,Monday,July
2712,20150803,2015-08-03,3,8,Q3,2015,1,Monday,August
2713,20150810,2015-08-10,10,8,Q3,2015,1,Monday,August
2714,20150816,2015-08-16,16,8,Q3,2015,7,Sunday,August
2715,20150823,2015-08-23,23,8,Q3,2015,7,Sunday,August
2716,20150831,2015-08-31,31,8,Q3,2015,1,Monday,August
2717,20150918,2015-09-18,18,9,Q3,2015,5,Friday,September
2718,20150921,2015-09-21,21,9,Q3,2015,1,Monday,September
2719,20150928,2015-09-28,28,9,Q3,2015,1,Monday,September
2720,20151005,2015-10-05,5,10,Q4,2015,1,Monday,October
2721,20151011,2015-10-11,11,10,Q4,2015,7,Sunday,October
2722,20151019,2015-10-19,19,10,Q4,2015,1,Monday,October
2723,20151026,2015-10-26,26,10,Q4,2015,1,Monday,October
2724,20151030,2015-10-30,30,10,Q4,2015,5,Friday,October
2725,20151102,2015-11-02,2,11,Q4,2015,1,Monday,November
2726,20151115,2015-11-15,15,11,Q4,2015,7,Sunday,November
2727,20151127,2015-11-27,27,11,Q4,2015,5,Friday,November
2728,20160104,2016-01-04,4,1,Q1,2016,1,Monday,January
2729,20160111,2016-01-11,11,1,Q1,2016,1,Monday,January
2730,20160118,2016-01-18,18,1,Q1,2016,1,Monday,January
2731,20160201,2016-02-01,1,2,Q1,2016,1,Monday,February
2732,20160208,2016-02-08,8,2,Q1,2016,1,Monday,February
2733,20160215,2016-02-15,15,2,Q1,2016,1,Monday,February
2734,20160222,2016-02-22,22,2,Q1,2016,1,Monday,February
2735,20160304,2016-03-04,4,3,Q1,2016,5,Friday,March
2736,20160307,2016-03-07,7,3,Q1,2016,1,Monday,March
2737,20160321,2016-03-21,21,3,Q1,2016,1,Monday,March
2738,20160404,2016-04-04,4,4,Q2,2016,1,Monday,April
2739,20160411,2016-04-11,11,4,Q2,2016,1,Monday,April
2740,20160418,2016-04-18,18,4,Q2,2016,1,Monday,April
2741,20160425,2016-04-25,25,4,Q2,2016,1,Monday,April
2742,20160502,2016-05-02,2,5,Q2,2016,1,Monday,May
2743,20160509,2016-05-09,9,5,Q2,2016,1,Monday,May
2744,20160516,2016-05-16,16,5,Q2,2016,1,Monday,May
2745,20160523,2016-05-23,23,5,Q2,2016,1,Monday,May
2746,20160606,2016-06-06,6,6,Q2,2016,1,Monday,June
2747,20160613,2016-06-13,13,6,Q2,2016,1,Monday,June
2748,20160620,2016-06-20,20,6,Q2,2016,1,Monday,June
2749,20160627,2016-06-27,27,6,Q2,2016,1,Monday,June
2750,20160711,2016-07-11,11,7,Q3,2016,1,Monday,July
2751,20160715,2016-07-15,15,7,Q3,2016,5,Friday,July
2752,20160718,2016-07-18,18,7,Q3,2016,1,Monday,July
2753,20160725,2016-07-25,25,7,Q3,2016,1,Monday,July
2754,20160801,2016-08-01,1,8,Q3,2016,1,Monday,August
2755,20160808,2016-08-08,8,8,Q3,2016,1,Monday,August
2756,20160815,2016-08-15,15,8,Q3,2016,1,Monday,August
2757,20160822,2016-08-22,22,8,Q3,2016,1,Monday,August
2758,20160829,2016-08-29,29,8,Q3,2016,1,Monday,August
2759,20160916,2016-09-16,16,9,Q3,2016,5,Friday,September
2760,20160919,2016-09-19,19,9,Q3,2016,1,Monday,September
2761,20160926,2016-09-26,26,9,Q3,2016,1,Monday,September
2762,20161003,2016-10-03,3,10,Q4,2016,1,Monday,October
2763,20161010,2016-10-10,10,10,Q4,2016,1,Monday,October
2764,20161017,2016-10-17,17,10,Q4,2016,1,Monday,October
2765,20161024,2016-10-24,24,10,Q4,2016,1,Monday,October
2766,20161031,2016-10-31,31,10,Q4,2016,1,Monday,October
2767,20161114,2016-11-14,14,11,Q4,2016,1,Monday,November
2768,20161125,2016-11-25,25,11,Q4,2016,5,Friday,November
2769,20170102,2017-01-02,2,1,Q1,2017,1,Monday,January
2770,20170109,2017-01-09,9,1,Q1,2017,1,Monday,January
2771,20170116,2017-01-16,16,1,Q1,2017,1,Monday,January
2772,20170203,2017-02-03,3,2,Q1,2017,5,Friday,February
2773,20170206,2017-02-06,6,2,Q1,2017,1,Monday,February
2774,20170213,2017-02-13,13,2,Q1,2017,1,Monday,February
2775,20170217,2017-02-17,17,2,Q1,2017,5,Friday,February
2776,20170220,2017-02-20,20,2,Q1,2017,1,Monday,February
2777,20170227,2017-02-27,27,2,Q1,2017,1,Monday,February
2778,20170306,2017-03-06,6,3,Q1,2017,1,Monday,March
2779,20170320,2017-03-20,20,3,Q1,2017,1,Monday,March
2780,20170407,2017-04-07,7,4,Q2,2017,5,Friday,April
2781,20170410,2017-04-10,10,4,Q2,2017,1,Monday,April
2782,20170417,2017-04-17,17,4,Q2,2017,1,Monday,April
2783,20170424,2017-04-24,24,4,Q2,2017,1,Monday,April
2784,20170501,2017-05-01,1,5,Q2,2017,1,Monday,May
2785,20170508,2017-05-08,8,5,Q2,2017,1,Monday,May
2786,20170515,2017-05-15,15,5,Q2,2017,1,Monday,May
2787,20170522,2017-05-22,22,5,Q2,2017,1,Monday,May
2788,20170529,2017-05-29,29,5,Q2,2017,1,Monday,May
2789,20170612,2017-06-12,12,6,Q2,2017,1,Monday,June
2790,20170619,2017-06-19,19,6,Q2,2017,1,Monday,June
2791,20170626,2017-06-26,26,6,Q2,2017,1,Monday,June
2792,20170703,2017-07-03,3,7,Q3,2017,1,Monday,July
2793,20170717,2017-07-17,17,7,Q3,2017,1,Monday,July
2794,20170724,2017-07-24,24,7,Q3,2017,1,Monday,July
2795,20170731,2017-07-31,31,7,Q3,2017,1,Monday,July
2796,20170807,2017-08-07,7,8,Q3,2017,1,Monday,August
2797,20170814,2017-08-14,14,8,Q3,2017,1,Monday,August
2798,20170821,2017-08-21,21,8,Q3,2017,1,Monday,August
2799,20170828,2017-08-28,28,8,Q3,2017,1,Monday,August
2800,20170915,2017-09-15,15,9,Q3,2017,5,Friday,September
2801,20170918,2017-09-18,18,9,Q3,2017,1,Monday,September
2802,20170925,2017-09-25,25,9,Q3,2017,1,Monday,September
2803,20171002,2017-10-02,2,10,Q4,2017,1,Monday,October
2804,20171009,2017-10-09,9,10,Q4,2017,1,Monday,October
2805,20171016,2017-10-16,16,10,Q4,2017,1,Monday,October
2806,20171023,2017-10-23,23,10,Q4,2017,1,Monday,October
2807,20171030,2017-10-30,30,10,Q4,2017,1,Monday,October
2808,20171113,2017-11-13,13,11,Q4,2017,1,Monday,November
2809,20171124,2017-11-24,24,11,Q4,2017,5,Friday,November
2810,20171106,2017-11-06,6,11,Q4,2017,1,Monday,November
2811,20170922,2017-09-22,22,9,Q3,2017,5,Friday,September
2812,20180101,2018-01-01,1,1,Q1,2018,1,Monday,January
2813,20180108,2018-01-08,8,1,Q1,2018,1,Monday,January
2814,20180115,2018-01-15,15,1,Q1,2018,1,Monday,January
2815,20180202,2018-02-02,2,2,Q1,2018,5,Friday,February
2816,20180203,2018-02-03,3,2,Q1,2018,6,Saturday,February
2817,20180205,2018-02-05,5,2,Q1,2018,1,Monday,February
2818,20180212,2018-02-12,12,2,Q1,2018,1,Monday,February
2819,20180219,2018-02-19,19,2,Q1,2018,1,Monday,February
2820,20180226,2018-02-26,26,2,Q1,2018,1,Monday,February
2821,20180305,2018-03-05,5,3,Q1,2018,1,Monday,March
2822,20180319,2018-03-19,19,3,Q1,2018,1,Monday,March
2823,20180406,2018-04-06,6,4,Q2,2018,5,Friday,April
2824,20180407,2018-04-07,7,4,Q2,2018,6,Saturday,April
2825,20180409,2018-04-09,9,4,Q2,2018,1,Monday,April
2826,20180416,2018-04-16,16,4,Q2,2018,1,Monday,April
2827,20180423,2018-04-23,23,4,Q2,2018,1,Monday,April
2828,20180430,2018-04-30,30,4,Q2,2018,1,Monday,April
2829,20180507,2018-05-07,7,5,Q2,2018,1,Monday,May
2830,20180514,2018-05-14,14,5,Q2,2018,1,Monday,May
2831,20180521,2018-05-21,21,5,Q2,2018,1,Monday,May
2832,20180528,2018-05-28,28,5,Q2,2018,1,Monday,May
2833,20180611,2018-06-11,11,6,Q2,2018,1,Monday,June
2834,20180618,2018-06-18,18,6,Q2,2018,1,Monday,June
2835,20180625,2018-06-25,25,6,Q2,2018,1,Monday,June
2836,20180702,2018-07-02,2,7,Q3,2018,1,Monday,July
2837,20180716,2018-07-16,16,7,Q3,2018,1,Monday,July
2838,20180723,2018-07-23,23,7,Q3,2018,1,Monday,July
2839,20180730,2018-07-30,30,7,Q3,2018,1,Monday,July
2840,20180806,2018-08-06,6,8,Q3,2018,1,Monday,August
2841,20180813,2018-08-13,13,8,Q3,2018,1,Monday,August
2842,20180820,2018-08-20,20,8,Q3,2018,1,Monday,August
2843,20180827,2018-08-27,27,8,Q3,2018,1,Monday,August
2844,20180914,2018-09-14,14,9,Q3,2018,5,Friday,September
2845,20180915,2018-09-15,15,9,Q3,2018,6,Saturday,September
2846,20180917,2018-09-17,17,9,Q3,2018,1,Monday,September
2847,20180924,2018-09-24,24,9,Q3,2018,1,Monday,September
2848,20181001,2018-10-01,1,10,Q4,2018,1,Monday,October
2849,20181008,2018-10-08,8,10,Q4,2018,1,Monday,October
2850,20181015,2018-10-15,15,10,Q4,2018,1,Monday,October
2851,20181022,2018-10-22,22,10,Q4,2018,1,Monday,October
2852,20181029,2018-10-29,29,10,Q4,2018,1,Monday,October
2853,20181105,2018-11-05,5,11,Q4,2018,1,Monday,November
2854,20181112,2018-11-12,12,11,Q4,2018,1,Monday,November
2855,20181123,2018-11-23,23,11,Q4,2018,5,Friday,November
2856,20180921,2018-09-21,21,9,Q3,2018,5,Friday,September
2857,20181231,2018-12-31,31,12,Q4,2018,1,Monday,December
2858,20190107,2019-01-07,7,1,Q1,2019,1,Monday,January
2859,20190114,2019-01-14,14,1,Q1,2019,1,Monday,January
2860,20190204,2019-02-04,4,2,Q1,2019,1,Monday,February
2861,20190211,2019-02-11,11,2,Q1,2019,1,Monday,February
2862,20190218,2019-02-18,18,2,Q1,2019,1,Monday,February
2863,20190225,2019-02-25,25,2,Q1,2019,1,Monday,February
2864,20190304,2019-03-04,4,3,Q1,2019,1,Monday,March
2865,20190318,2019-03-18,18,3,Q1,2019,1,Monday,March
2866,20190408,2019-04-08,8,4,Q2,2019,1,Monday,April
2867,20190415,2019-04-15,15,4,Q2,2019,1,Monday,April
2868,20190422,2019-04-22,22,4,Q2,2019,1,Monday,April
2869,20190429,2019-04-29,29,4,Q2,2019,1,Monday,April
2870,20190506,2019-05-06,6,5,Q2,2019,1,Monday,May
2871,20190513,2019-05-13,13,5,Q2,2019,1,Monday,May
2872,20190520,2019-05-20,20,5,Q2,2019,1,Monday,May
2873,20190527,2019-05-27,27,5,Q2,2019,1,Monday,May
2874,20190610,2019-06-10,10,6,Q2,2019,1,Monday,June
2875,20190617,2019-06-17,17,6,Q2,2019,1,Monday,June
2876,20190624,2019-06-24,24,6,Q2,2019,1,Monday,June
2877,20190701,2019-07-01,1,7,Q3,2019,1,Monday,July
2878,20190715,2019-07-15,15,7,Q3,2019,1,Monday,July
2879,20190722,2019-07-22,22,7,Q3,2019,1,Monday,July
2880,20190729,2019-07-29,29,7,Q3,2019,1,Monday,July
2881,20190805,2019-08-05,5,8,Q3,2019,1,Monday,August
2882,20190812,2019-08-12,12,8,Q3,2019,1,Monday,August
2883,20190819,2019-08-19,19,8,Q3,2019,1,Monday,August
2884,20190826,2019-08-26,26,8,Q3,2019,1,Monday,August
2885,20190916,2019-09-16,16,9,Q3,2019,1,Monday,September
2886,20190923,2019-09-23,23,9,Q3,2019,1,Monday,September
2887,20190930,2019-09-30,30,9,Q3,2019,1,Monday,September
2888,20191007,2019-10-07,7,10,Q4,2019,1,Monday,October
2889,20191014,2019-10-14,14,10,Q4,2019,1,Monday,October
2890,20191021,2019-10-21,21,10,Q4,2019,1,Monday,October
2891,20191028,2019-10-28,28,10,Q4,2019,1,Monday,October
2892,20191111,2019-11-11,11,11,Q4,2019,1,Monday,November
2893,20191119,2019-11-19,19,11,Q4,2019,2,Tuesday,November
2894,20191121,2019-11-21,21,11,Q4,2019,4,Thursday,November
2895,20191120,2019-11-20,20,11,Q4,2019,3,Wednesday,November
2896,20191118,2019-11-18,18,11,Q4,2019,1,Monday,November
2897,20191122,2019-11-22,22,11,Q4,2019,5,Friday,November
2898,20191124,2019-11-24,24,11,Q4,2019,7,Sunday,November
2899,20191123,2019-11-23,23,11,Q4,2019,6,Saturday,November
2900,20190913,2019-09-13,13,9,Q3,2019,5,Friday,September
2901,20190914,2019-09-14,14,9,Q3,2019,6,Saturday,September
2902,20190405,2019-04-05,5,4,Q2,2019,5,Friday,April
2903,20190201,2019-02-01,1,2,Q1,2019,5,Friday,February
2904,20191105,2019-11-05,5,11,Q4,2019,2,Tuesday,November
2905,20190920,2019-09-20,20,9,Q3,2019,5,Friday,September
2906,20200106,2020-01-06,6,1,Q1,2020,1,Monday,January
2907,20200113,2020-01-13,13,1,Q1,2020,1,Monday,January
2908,20200120,2020-01-20,20,1,Q1,2020,1,Monday,January
2909,20200203,2020-02-03,3,2,Q1,2020,1,Monday,February
2910,20200210,2020-02-10,10,2,Q1,2020,1,Monday,February
2911,20200217,2020-02-17,17,2,Q1,2020,1,Monday,February
2912,20200224,2020-02-24,24,2,Q1,2020,1,Monday,February
2913,20200824,2020-08-24,24,8,Q3,2020,1,Monday,August
2914,20200831,2020-08-31,31,8,Q3,2020,1,Monday,August
2915,20200907,2020-09-07,7,9,Q3,2020,1,Monday,September
2916,20200914,2020-09-14,14,9,Q3,2020,1,Monday,September
2917,20200921,2020-09-21,21,9,Q3,2020,1,Monday,September
2918,20200928,2020-09-28,28,9,Q3,2020,1,Monday,September
2919,20201012,2020-10-12,12,10,Q4,2020,1,Monday,October
2920,20201019,2020-10-19,19,10,Q4,2020,1,Monday,October
2921,20201026,2020-10-26,26,10,Q4,2020,1,Monday,October
2922,20201102,2020-11-02,2,11,Q4,2020,1,Monday,November
2923,20201109,2020-11-09,9,11,Q4,2020,1,Monday,November
2924,20201116,2020-11-16,16,11,Q4,2020,1,Monday,November
2925,20200306,2020-03-06,6,3,Q1,2020,5,Friday,March
2926,20210724,2021-07-24,24,7,Q3,2021,6,Saturday,July
2927,20210426,2021-04-26,26,4,Q2,2021,1,Monday,April
2928,20210614,2021-06-14,14,6,Q2,2021,1,Monday,June
2929,20210719,2021-07-19,19,7,Q3,2021,1,Monday,July
2930,20210712,2021-07-12,12,7,Q3,2021,1,Monday,July
2931,20210726,2021-07-26,26,7,Q3,2021,1,Monday,July
2932,20210607,2021-06-07,7,6,Q2,2021,1,Monday,June
2933,20210517,2021-05-17,17,5,Q2,2021,1,Monday,May
2934,20211025,2021-10-25,25,10,Q4,2021,1,Monday,October
2935,20210920,2021-09-20,20,9,Q3,2021,1,Monday,September
2936,20211101,2021-11-01,1,11,Q4,2021,1,Monday,November
2937,20210222,2021-02-22,22,2,Q1,2021,1,Monday,February
2938,20210322,2021-03-22,22,3,Q1,2021,1,Monday,March
2939,20211004,2021-10-04,4,10,Q4,2021,1,Monday,October
2940,20210301,2021-03-01,1,3,Q1,2021,1,Monday,March
2941,20210412,2021-04-12,12,4,Q2,2021,1,Monday,April
2942,20210510,2021-05-10,10,5,Q2,2021,1,Monday,May
2943,20210802,2021-08-02,2,8,Q3,2021,1,Monday,August
2944,20210809,2021-08-09,9,8,Q3,2021,1,Monday,August
2945,20210816,2021-08-16,16,8,Q3,2021,1,Monday,August
2946,20210419,2021-04-19,19,4,Q2,2021,1,Monday,April
2947,20211108,2021-11-08,8,11,Q4,2021,1,Monday,November
2948,20211018,2021-10-18,18,10,Q4,2021,1,Monday,October
2949,20210308,2021-03-08,8,3,Q1,2021,1,Monday,March
2950,20210315,2021-03-15,15,3,Q1,2021,1,Monday,March
2951,20210104,2021-01-04,4,1,Q1,2021,1,Monday,January
2952,20211115,2021-11-15,15,11,Q4,2021,1,Monday,November
2953,20210621,2021-06-21,21,6,Q2,2021,1,Monday,June
2954,20210503,2021-05-03,3,5,Q2,2021,1,Monday,May
2955,20210531,2021-05-31,31,5,Q2,2021,1,Monday,May
2956,20210628,2021-06-28,28,6,Q2,2021,1,Monday,June
2957,20210830,2021-08-30,30,8,Q3,2021,1,Monday,August
2958,20210208,2021-02-08,8,2,Q1,2021,1,Monday,February
2959,20210823,2021-08-23,23,8,Q3,2021,1,Monday,August
2960,20210927,2021-09-27,27,9,Q3,2021,1,Monday,September
2961,20210202,2021-02-02,2,2,Q1,2021,2,Tuesday,February
2962,20210201,2021-02-01,1,2,Q1,2021,1,Monday,February
2963,20210105,2021-01-05,5,1,Q1,2021,2,Tuesday,January
2964,20210405,2021-04-05,5,4,Q2,2021,1,Monday,April
2965,20210524,2021-05-24,24,5,Q2,2021,1,Monday,May
2966,20211126,2021-11-26,26,11,Q4,2021,5,Friday,November
2967,20211128,2021-11-28,28,11,Q4,2021,7,Sunday,November
2968,20211127,2021-11-27,27,11,Q4,2021,6,Saturday,November
2969,20211125,2021-11-25,25,11,Q4,2021,4,Thursday,November
2970,20211203,2021-12-03,3,12,Q4,2021,5,Friday,December
2971,20211130,2021-11-30,30,11,Q4,2021,2,Tuesday,November
2972,20211129,2021-11-29,29,11,Q4,2021,1,Monday,November
2973,20211205,2021-12-05,5,12,Q4,2021,7,Sunday,December
2974,20211204,2021-12-04,4,12,Q4,2021,6,Saturday,December
2975,20211202,2021-12-02,2,12,Q4,2021,4,Thursday,December
2976,20211201,2021-12-01,1,12,Q4,2021,3,Wednesday,December
2977,20210918,2021-09-18,18,9,Q3,2021,6,Saturday,September
2978,20210917,2021-09-17,17,9,Q3,2021,5,Friday,September
2979,20210305,2021-03-05,5,3,Q1,2021,5,Friday,March
2980,20210924,2021-09-24,24,9,Q3,2021,5,Friday,September
2981,20220103,2022-01-03,3,1,Q1,2022,1,Monday,January
2982,20220110,2022-01-10,10,1,Q1,2022,1,Monday,January
2983,20220117,2022-01-17,17,1,Q1,2022,1,Monday,January
2984,20220131,2022-01-31,31,1,Q1,2022,1,Monday,January
2985,20220207,2022-02-07,7,2,Q1,2022,1,Monday,February
2986,20220214,2022-02-14,14,2,Q1,2022,1,Monday,February
2987,20220221,2022-02-21,21,2,Q1,2022,1,Monday,February
2988,20220307,2022-03-07,7,3,Q1,2022,1,Monday,March
2989,20220321,2022-03-21,21,3,Q1,2022,1,Monday,March
2990,20220404,2022-04-04,4,4,Q2,2022,1,Monday,April
2991,20220411,2022-04-11,11,4,Q2,2022,1,Monday,April
2992,20220418,2022-04-18,18,4,Q2,2022,1,Monday,April
2993,20220425,2022-04-25,25,4,Q2,2022,1,Monday,April
2994,20220502,2022-05-02,2,5,Q2,2022,1,Monday,May
2995,20220509,2022-05-09,9,5,Q2,2022,1,Monday,May
2996,20220516,2022-05-16,16,5,Q2,2022,1,Monday,May
2997,20220523,2022-05-23,23,5,Q2,2022,1,Monday,May
2998,20220606,2022-06-06,6,6,Q2,2022,1,Monday,June
2999,20220613,2022-06-13,13,6,Q2,2022,1,Monday,June
3000,20220620,2022-06-20,20,6,Q2,2022,1,Monday,June
3001,20220627,2022-06-27,27,6,Q2,2022,1,Monday,June
3002,20220711,2022-07-11,11,7,Q3,2022,1,Monday,July
3003,20220718,2022-07-18,18,7,Q3,2022,1,Monday,July
3004,20220725,2022-07-25,25,7,Q3,2022,1,Monday,July
3005,20220801,2022-08-01,1,8,Q3,2022,1,Monday,August
3006,20220808,2022-08-08,8,8,Q3,2022,1,Monday,August
3007,20220815,2022-08-15,15,8,Q3,2022,1,Monday,August
3008,20220822,2022-08-22,22,8,Q3,2022,1,Monday,August
3009,20220829,2022-08-29,29,8,Q3,2022,1,Monday,August
3010,20220919,2022-09-19,19,9,Q3,2022,1,Monday,September
3011,20220923,2022-09-23,23,9,Q3,2022,5,Friday,September
3012,20220926,2022-09-26,26,9,Q3,2022,1,Monday,September
3013,20221003,2022-10-03,3,10,Q4,2022,1,Monday,October
3014,20221010,2022-10-10,10,10,Q4,2022,1,Monday,October
3015,20221017,2022-10-17,17,10,Q4,2022,1,Monday,October
3016,20221024,2022-10-24,24,10,Q4,2022,1,Monday,October
3017,20221031,2022-10-31,31,10,Q4,2022,1,Monday,October
3018,20221107,2022-11-07,7,11,Q4,2022,1,Monday,November
3019,20221114,2022-11-14,14,11,Q4,2022,1,Monday,November
3020,20220917,2022-09-17,17,9,Q3,2022,6,Saturday,September
3021,20220913,2022-09-13,13,9,Q3,2022,2,Tuesday,September
3022,20220915,2022-09-15,15,9,Q3,2022,4,Thursday,September
3023,20220916,2022-09-16,16,9,Q3,2022,5,Friday,September
3024,20220914,2022-09-14,14,9,Q3,2022,3,Wednesday,September
3025,20220918,2022-09-18,18,9,Q3,2022,7,Sunday,September
3026,20221125,2022-11-25,25,11,Q4,2022,5,Friday,November
3027,20221122,2022-11-22,22,11,Q4,2022,2,Tuesday,November
3028,20221127,2022-11-27,27,11,Q4,2022,7,Sunday,November
3029,20221123,2022-11-23,23,11,Q4,2022,3,Wednesday,November
3030,20221124,2022-11-24,24,11,Q4,2022,4,Thursday,November
3031,20221126,2022-11-26,26,11,Q4,2022,6,Saturday,November
3032,20220304,2022-03-04,4,3,Q1,2022,5,Friday,March
3033,20230102,2023-01-02,2,1,Q1,2023,1,Monday,January
3034,20230109,2023-01-09,9,1,Q1,2023,1,Monday,January
3035,20230116,2023-01-16,16,1,Q1,2023,1,Monday,January
3036,20230206,2023-02-06,6,2,Q1,2023,1,Monday,February
3037,20230213,2023-02-13,13,2,Q1,2023,1,Monday,February
3038,20230220,2023-02-20,20,2,Q1,2023,1,Monday,February
3039,20230227,2023-02-27,27,2,Q1,2023,1,Monday,February
3040,20230306,2023-03-06,6,3,Q1,2023,1,Monday,March
3041,20230320,2023-03-20,20,3,Q1,2023,1,Monday,March
3042,20230403,2023-04-03,3,4,Q2,2023,1,Monday,April
3043,20230410,2023-04-10,10,4,Q2,2023,1,Monday,April
3044,20230417,2023-04-17,17,4,Q2,2023,1,Monday,April
3045,20230424,2023-04-24,24,4,Q2,2023,1,Monday,April
3046,20230508,2023-05-08,8,5,Q2,2023,1,Monday,May
3047,20230522,2023-05-22,22,5,Q2,2023,1,Monday,May
3048,20230529,2023-05-29,29,5,Q2,2023,1,Monday,May
3049,20230612,2023-06-12,12,6,Q2,2023,1,Monday,June
3050,20230619,2023-06-19,19,6,Q2,2023,1,Monday,June
3051,20230626,2023-06-26,26,6,Q2,2023,1,Monday,June
3052,20230703,2023-07-03,3,7,Q3,2023,1,Monday,July
3053,20230717,2023-07-17,17,7,Q3,2023,1,Monday,July
3054,20230724,2023-07-24,24,7,Q3,2023,1,Monday,July
3055,20230731,2023-07-31,31,7,Q3,2023,1,Monday,July
3056,20230807,2023-08-07,7,8,Q3,2023,1,Monday,August
3057,20230814,2023-08-14,14,8,Q3,2023,1,Monday,August
3058,20230821,2023-08-21,21,8,Q3,2023,1,Monday,August
3059,20230828,2023-08-28,28,8,Q3,2023,1,Monday,August
3060,20230920,2023-09-20,20,9,Q3,2023,3,Wednesday,September
3061,20230925,2023-09-25,25,9,Q3,2023,1,Monday,September
3062,20230927,2023-09-27,27,9,Q3,2023,3,Wednesday,September
3063,20231002,2023-10-02,2,10,Q4,2023,1,Monday,October
3064,20231016,2023-10-16,16,10,Q4,2023,1,Monday,October
3065,20231023,2023-10-23,23,10,Q4,2023,1,Monday,October
3066,20231030,2023-10-30,30,10,Q4,2023,1,Monday,October
3067,20231106,2023-11-06,6,11,Q4,2023,1,Monday,November
3068,20231113,2023-11-13,13,11,Q4,2023,1,Monday,November
3069,20231127,2023-11-27,27,11,Q4,2023,1,Monday,November
3070,20230916,2023-09-16,16,9,Q3,2023,6,Saturday,September
3071,20230913,2023-09-13,13,9,Q3,2023,3,Wednesday,September
3072,20230914,2023-09-14,14,9,Q3,2023,4,Thursday,September
3073,20230915,2023-09-15,15,9,Q3,2023,5,Friday,September
3074,20230917,2023-09-17,17,9,Q3,2023,7,Sunday,September
3075,20230912,2023-09-12,12,9,Q3,2023,2,Tuesday,September
3076,20231126,2023-11-26,26,11,Q4,2023,7,Sunday,November
3077,20231121,2023-11-21,21,11,Q4,2023,2,Tuesday,November
3078,20231122,2023-11-22,22,11,Q4,2023,3,Wednesday,November
3079,20231124,2023-11-24,24,11,Q4,2023,5,Friday,November
3080,20231123,2023-11-23,23,11,Q4,2023,4,Thursday,November
3081,20231125,2023-11-25,25,11,Q4,2023,6,Saturday,November
3082,20230204,2023-02-04,4,2,Q1,2023,6,Saturday,February
3083,20230203,2023-02-03,3,2,Q1,2023,5,Friday,February
3084,20230202,2023-02-02,2,2,Q1,2023,4,Thursday,February
3085,20240101,2024-01-01,1,1,Q1,2024,1,Monday,January
3086,20240108,2024-01-08,8,1,Q1,2024,1,Monday,January
3087,20240115,2024-01-15,15,1,Q1,2024,1,Monday,January
3088,20240129,2024-01-29,29,1,Q1,2024,1,Monday,January
3089,20240205,2024-02-05,5,2,Q1,2024,1,Monday,February
3090,20240212,2024-02-12,12,2,Q1,2024,1,Monday,February
